,url,length_of_url,number_of_dots,number_of_hyphens_in_domain,length_of_directory,length_of_domain,words_in_domain,has_alexa_rank,country_code,words,length_of_largest_domain_token,length_of_largest_path_token,len_of_filename,num_dot_in_filename,num_delims_in_filename,length_of_arguments,length_of_largest_variable
1325,http://amazon.co.uk/gp/product/rentals/B00005AVUC/ref=rntl_dp_sims/202-2513040-1206232,79.0,2.0,0.0,48.0,12.0,3.0,1.0,225.0,13.0,6.0,16.0,19.0,0.0,2.0,0.0,0.0
1326,http://www.ng00.com/vb/redirect-to/?redirect=http://ebay-security.servehttp.com/SignIn.pUserId=UsingSSL=0.pUserId=1.co_partnerId=2.siteid=0.ru=https3A2F2Farbd.ebay.com=Confirmidentity.redirectpage3D955263D1.pp=pass.pageType=4048.k=1.favoritenav=bshowgif=0.i1=0.htm,257.0,18.0,0.0,61.0,12.0,3.0,0.0,225.0,27.0,4.0,27.0,184.0,14.0,14.0,0.0,0.0
1332,http://amazon.co.uk/gp/explorer/B000MJB1WU/1/ref=s9_similar_items_0/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-2&pf_rd_r=0HJFQCPZ26P9T2HEG9TH&pf_rd_t=101&pf_rd_p=139285791&pf_rd_i=468294,193.0,2.0,0.0,49.0,12.0,3.0,1.0,225.0,24.0,6.0,22.0,19.0,0.0,2.0,113.0,20.0
1333,http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E8%B1%86%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1337,http://9779.info/%E7%BA%B8%E7%BA%BF%E6%8B%BC%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,14.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
1339,http://decorarte.mx/net/config/login.mail.yahoo.com/,45.0,4.0,0.0,33.0,12.0,2.0,0.0,225.0,9.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0
1341,http://9779.info/%E7%94%A8%E8%89%B2%E5%BD%A9%E6%A3%92%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1342,http://9779.info/%E6%95%99%E5%B8%88%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1343,http://9779.info/%E5%B9%BC%E5%84%BF%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%B0%8F%E7%8F%AD/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
1344,http://wxztjz.com/e/public/onclick?enews=donews&classid=46&id=55,57.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,30.0,6.0
1346,https://home.comcast.net/~martzdean/453650344541fa3640b8dfba9cf6ea9.html,64.0,3.0,0.0,12.0,16.0,3.0,1.0,225.0,7.0,7.0,10.0,36.0,1.0,0.0,0.0,0.0
1348,http://amazon.co.uk/gp/product/B000H09QVM/ref=amb_link_41227965_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=asin-coop-gp-1-F&pf_rd_r=1134FW5R2Z75Z2XHYA0X&pf_rd_t=101&pf_rd_p=138421091&pf_rd_i=560834,199.0,2.0,0.0,46.0,12.0,3.0,1.0,225.0,25.0,6.0,22.0,19.0,0.0,2.0,122.0,20.0
1351,http://ancestry.co.uk/search/db.aspx?dbid=17173,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1355,http://amazon.co.uk/s/ref=amb_link_41384565_27/202-2513040-1206232?ie=UTF8&search-alias=software&field-manufacturer=rosetta%20stone&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-10&pf_rd_r=0CM25AB1KP7614WSC17X&pf_rd_t=101&pf_rd_p=139126391&pf_rd_i=300435,239.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,31.0,6.0,24.0,19.0,0.0,2.0,180.0,20.0
1356,http://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js?ver=3.6.1,67.0,8.0,0.0,25.0,19.0,3.0,1.0,225.0,10.0,10.0,6.0,13.0,2.0,0.0,10.0,5.0
1363,http://amazon.co.uk/s/ref=sr_nr_p_4_11/202-2513040-1206232?ie=UTF8&rh=n:560858,71.0,2.0,0.0,20.0,12.0,3.0,1.0,225.0,13.0,6.0,16.0,19.0,0.0,2.0,20.0,8.0
1364,http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/css/red-style.css,72.0,2.0,0.0,44.0,15.0,2.0,0.0,225.0,13.0,11.0,20.0,13.0,1.0,1.0,0.0,0.0
1365,http://ancestry.co.uk/search/db.aspx?dbid=13782,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1366,http://bisaneema.org/%e0%a4%b6%e0%a5%8d%e0%a4%b0%e0%a5%80-%e0%a4%ac%e0%a5%80%e0%a4%b8%e0%a4%be-%e0%a4%a8%e0%a5%80%e0%a4%ae%e0%a4%be-%e0%a4%b8%e0%a4%ae%e0%a4%be%e0%a4%9c-%e0%a4%b5-%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a4%b8/,209.0,1.0,0.0,196.0,13.0,2.0,0.0,225.0,18.0,9.0,194.0,0.0,0.0,0.0,0.0,0.0
1367,http://hindumandal.org/?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=2acb256db30581dcae0f16264184a4da,90.0,1.0,0.0,1.0,15.0,2.0,0.0,225.0,9.0,11.0,0.0,0.0,0.0,0.0,74.0,32.0
1368,http://ancestry.co.uk/search/db.aspx?dbid=49267,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1375,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs603,52.0,3.0,0.0,11.0,14.0,3.0,1.0,225.0,12.0,8.0,6.0,7.0,1.0,0.0,20.0,7.0
1376,http://ancestry.co.uk/search/db.aspx?dbid=5728,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
1378,http://amazon.co.uk/gp/feature.html/ref=amb_link_36810965_9/202-2513040-1206232?ie=UTF8&docId=1000033313&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=11H4MG384BEG1QR5J5DY&pf_rd_t=101&pf_rd_p=138664691&pf_rd_i=14713951,211.0,3.0,0.0,41.0,12.0,3.0,1.0,225.0,28.0,6.0,23.0,19.0,0.0,2.0,139.0,20.0
1384,http://amazon.co.uk/s/ref=amb_link_41254665_6/202-2513040-1206232?ie=UTF8&search-alias=watches&field-keywords=Oliver%20Weber&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-8&pf_rd_r=1QF1V9KXT4VRMDRPKE8K&pf_rd_t=101&pf_rd_p=139139091&pf_rd_i=328228011,234.0,2.0,0.0,27.0,12.0,3.0,1.0,225.0,30.0,6.0,23.0,19.0,0.0,2.0,176.0,20.0
1388,http://ancestry.co.uk/search/db.aspx?dbid=24884,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1389,http://cdhshop.org/0701310237/64853648980/,35.0,1.0,0.0,24.0,11.0,2.0,0.0,225.0,5.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0
1390,http://amazon.co.uk/b/ref=amb_link_19548765_19/202-2513040-1206232?ie=UTF8&node=63&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1FAEHPK9VXGD7ATWQ981&pf_rd_t=101&pf_rd_p=133343491&pf_rd_i=266239,187.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,128.0,20.0
1391,http://bisaneema.org/%e0%a4%85%e0%a4%96%e0%a4%bf%e0%a4%b2-%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%95%e0%a5%87%e0%a4%a8%e0%a5%8d%e0%a4%a6%e0%a5%8d%e0%a4%b0%e0%a5%80-%e0%a4%af-%e0%a4%aa%e0%a4%b0/,208.0,1.0,0.0,195.0,13.0,2.0,0.0,225.0,21.0,9.0,193.0,0.0,0.0,0.0,0.0,0.0
1392,http://amazon.co.uk/Love-Honour-Obey-Original-Soundtrack/dp/B00004SE2E/ref=br_lf_m_1000030263_1_22_ttl/202-2513040-1206232?_encoding=UTF8&m=A3P5ROKL5A1OLE&s=music&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=0RBRQX9WVJ4MD8NT23NW&pf_rd_t=1401&pf_rd_p=137795391&pf_rd_i=1000030263,274.0,2.0,0.0,84.0,12.0,3.0,1.0,225.0,31.0,6.0,36.0,19.0,0.0,2.0,159.0,20.0
1395,http://9779.info/%E5%8D%AB%E7%94%9F%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1396,http://ancestry.co.uk/search/db.aspx?dbid=7272,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
1397,http://linenghb.com/cathay-home-hospitality-luxury-soft-fitted-sheet-of-100-percent-microfiber-construction-queen-size-white-color/,124.0,1.0,0.0,112.0,12.0,2.0,0.0,225.0,19.0,8.0,110.0,0.0,0.0,0.0,0.0,0.0
1402,http://amazon.co.uk/b/ref=amb_link_21603865_48/202-2513040-1206232?ie=UTF8&node=165471011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=0NPG4SZPCP21H8PNTD92&pf_rd_t=101&pf_rd_p=115017591&pf_rd_i=573406,196.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,137.0,20.0
1405,http://amazon.co.uk/s/ref=sr_nr_p_4_11/202-2513040-1206232?ie=UTF8&rh=n:595314,71.0,2.0,0.0,20.0,12.0,3.0,1.0,225.0,13.0,6.0,16.0,19.0,0.0,2.0,20.0,8.0
1406,http://9779.info/%E5%9B%BD%E7%94%BB%E4%BD%9C%E5%93%81%E5%B1%95%E8%8D%B7%E8%8A%B1/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1410,http://amazon.co.uk/gp/bestsellers/dvd/501872/ref=pd_ts_d_h__nav/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0SHEC0RKGC783VC790RJ&pf_rd_t=2101&pf_rd_p=108886391&pf_rd_i=235597011,193.0,2.0,0.0,46.0,12.0,3.0,1.0,225.0,25.0,6.0,18.0,19.0,0.0,2.0,116.0,20.0
1412,http://cltmusic.com/rock/matrimony-from-off-the-record-at-the-evening-muse-last-love/,78.0,1.0,0.0,66.0,12.0,2.0,0.0,225.0,14.0,8.0,59.0,0.0,0.0,0.0,0.0,0.0
1415,http://9779.info/%E5%BA%9F%E6%97%A7%E6%8A%A5%E7%BA%B8%E7%AB%8B%E4%BD%93%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
1416,http://ancestry.co.uk/search/db.aspx?dbid=18897,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1417,http://amazon.co.uk/s/ref=amb_link_41158365_7/202-2513040-1206232?ie=UTF8&node=328783011&brand=Paris%20Hilton&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1QF1V9KXT4VRMDRPKE8K&pf_rd_t=101&pf_rd_p=139138491&pf_rd_i=328228011,219.0,2.0,0.0,27.0,12.0,3.0,1.0,225.0,28.0,6.0,23.0,19.0,0.0,2.0,161.0,20.0
1419,http://ancestry.co.uk/search/db.aspx?dbid=22344,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1420,http://home.comcast.net/~dm8king/redirecting.htm,41.0,3.0,0.0,10.0,16.0,3.0,1.0,225.0,7.0,7.0,8.0,15.0,1.0,0.0,0.0,0.0
1423,http://amazon.co.uk/Harry-Potter-Deathly-Hallows-Childrens/dp/0747591091/ref=pd_nr_c_th_5/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=1KJ66Y0X35982MMX8QHB&pf_rd_t=101&pf_rd_p=114522491&pf_rd_i=69,212.0,2.0,0.0,71.0,12.0,3.0,1.0,225.0,28.0,6.0,38.0,19.0,0.0,2.0,110.0,20.0
1428,http://amazon.co.uk/gp/feature.html/ref=amb_link_40244165_1/202-2513040-1206232?ie=UTF8&docId=1000058953&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-1&pf_rd_r=02SSYY49XBYQMZQ9SZ2V&pf_rd_t=101&pf_rd_p=138768791&pf_rd_i=318949011,213.0,3.0,0.0,41.0,12.0,3.0,1.0,225.0,28.0,6.0,23.0,19.0,0.0,2.0,141.0,20.0
1430,http://ancestry.co.uk/search/db.aspx?dbid=14118,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1434,http://ancestry.co.uk/search/db.aspx?dbid=14192,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1435,http://amazon.co.uk/b/ref=amb_link_19298065_35/202-2513040-1206232?ie=UTF8&node=1025552&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0310WZRAB7B14FE9V6JK&pf_rd_t=101&pf_rd_p=130539891&pf_rd_i=468292,192.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,133.0,20.0
1436,http://ancestry.co.uk/search/db.aspx?dbid=27432,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1442,http://wxztjz.com/e/public/onclick?enews=donews&classid=64&id=83,57.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,30.0,6.0
1444,http://ancestry.co.uk/search/db.aspx?dbid=5662,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
1446,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20130929/119.html,60.0,2.0,0.0,39.0,13.0,2.0,0.0,225.0,7.0,9.0,26.0,8.0,1.0,0.0,0.0,0.0
1447,http://amazon.co.uk/exec/obidos/search-handle-url/index=dvd-uk&field-keywords=victoria%20wood%20-region/ref=amb_link_34236665_5/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-12&pf_rd_r=1QSXG05X4QD683BKBARQ&pf_rd_t=101&pf_rd_p=118171291&pf_rd_i=16416421,257.0,2.0,0.0,109.0,12.0,3.0,1.0,225.0,35.0,6.0,53.0,19.0,0.0,2.0,117.0,20.0
1449,http://gforsythe.ca/wp-includes/webscr/optuszoo.com.au/members/myaccount/LANGUAGE/ECareServ/infos-Optus-AU/,100.0,3.0,0.0,88.0,12.0,2.0,0.0,225.0,15.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0
1452,http://amazon.co.uk/b/ref=amb_link_36810965_13/202-2513040-1206232?ie=UTF8&node=408230&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=1SXZR33BMB88D5Y7EGM2&pf_rd_t=101&pf_rd_p=138664691&pf_rd_i=14713951,193.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,134.0,20.0
1454,http://amazon.co.uk/s/ref=sr_nr_p_3_4/202-2513040-1206232?ie=UTF8&rh=n:560834,70.0,2.0,0.0,19.0,12.0,3.0,1.0,225.0,13.0,6.0,15.0,19.0,0.0,2.0,20.0,8.0
1456,http://amazon.co.uk/b/ref=amb_link_22929865_3/202-2513040-1206232?ie=UTF8&node=754562&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=13KAM0Z863Q7EPQNDZBN&pf_rd_t=101&pf_rd_p=124986791&pf_rd_i=547786,190.0,2.0,0.0,27.0,12.0,3.0,1.0,225.0,25.0,6.0,23.0,19.0,0.0,2.0,132.0,20.0
1458,http://amazon.co.uk/s/ref=sr_nr_p_3_5/202-2513040-1206232?ie=UTF8&rh=n:660202,70.0,2.0,0.0,19.0,12.0,3.0,1.0,225.0,13.0,6.0,15.0,19.0,0.0,2.0,20.0,8.0
1463,http://amazon.co.uk/s/ref=sr_nr_p_4_8/202-2513040-1206232?ie=UTF8&rh=n:595314,70.0,2.0,0.0,19.0,12.0,3.0,1.0,225.0,13.0,6.0,15.0,19.0,0.0,2.0,20.0,8.0
1466,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs411,52.0,3.0,0.0,11.0,14.0,3.0,1.0,225.0,12.0,8.0,6.0,7.0,1.0,0.0,20.0,7.0
1467,http://9779.info/%E5%B8%83%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7%E5%85%A8%E7%AE%80%E5%8D%95/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
1471,http://9779.info/%E4%BC%98%E7%A7%80%E5%A4%A7%E5%B8%88%E6%8B%BC%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
1479,http://ancestry.co.uk/search/db.aspx?dbid=29679,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1480,http://wxztjz.com/e/public/onclick?enews=donews&classid=65&id=133,58.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,31.0,6.0
1481,http://9779.info/%E7%B2%AE%E9%A3%9F%E7%B2%98%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E6%AC%A3%E8%B5%8F/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
1485,http://ancestry.co.uk/search/db.aspx?dbid=19882,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1487,http://amazon.co.uk/gp/feature.html/ref=amb_link_19411065_4/202-2513040-1206232?ie=UTF8&docId=580309&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0M5N3HGMVBEZ07K0T7E3&pf_rd_t=101&pf_rd_p=137391991&pf_rd_i=11056131,207.0,3.0,0.0,41.0,12.0,3.0,1.0,225.0,28.0,6.0,23.0,19.0,0.0,2.0,135.0,20.0
1488,http://ancestry.co.uk/search/db.aspx?dbid=7516,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
1489,http://ancestry.co.uk/search/db.aspx?dbid=28297,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1492,https://home.comcast.net/~macullar/453650344541fa3640b8dfba9cf6ea9.html,63.0,3.0,0.0,11.0,16.0,3.0,1.0,225.0,7.0,7.0,9.0,36.0,1.0,0.0,0.0,0.0
1493,http://ancestry.co.uk/search/db.aspx?dbid=7257,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
1494,http://9779.info/%E8%89%BA%E6%9C%AF%E8%B1%86%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1498,http://black.com.pk/service.paypal.confirm.com.usa.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.980487.98746.874774.8754/paypal.com/a950f99cfc78181deaadf4ef24bfe2bc/index.php,220.0,17.0,0.0,199.0,12.0,3.0,0.0,225.0,20.0,5.0,153.0,9.0,1.0,0.0,0.0,0.0
1505,http://9779.info/%E6%84%9F%E6%81%A9%E5%A4%A7%E8%87%AA%E7%84%B6%E7%BB%98%E7%94%BB%E4%BD%9C%E5%93%81/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
1508,http://amazon.co.uk/gp/offer-listing/B0007OWNJU/ref=buy_pb_a_20/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=0TRSMCVK2376G6QSFM4D&pf_rd_t=1401&pf_rd_p=139017591&pf_rd_i=604821,191.0,2.0,0.0,45.0,12.0,3.0,1.0,225.0,25.0,6.0,15.0,19.0,0.0,2.0,115.0,20.0
1509,http://ancestry.co.uk/search/db.aspx?dbid=28345,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1510,http://ancestry.co.uk/search/db.aspx?dbid=7690,39.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,10.0,4.0
1512,http://ancestry.co.uk/search/db.aspx?dbid=13208,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1519,http://minidvdsoft.com/dvdcreator/how_to_use_free_dvd_creator.html,59.0,2.0,0.0,12.0,15.0,2.0,0.0,225.0,6.0,11.0,10.0,32.0,1.0,5.0,0.0,0.0
1521,http://ancestry.co.uk/search/db.aspx?dbid=27793,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1523,http://cltmusic.com/wp-content/plugins/tubepress_pro_2_2_9/sys/ui/static/js/tubepress.js?ver=3.4.2,91.0,4.0,0.0,57.0,12.0,2.0,0.0,225.0,13.0,8.0,19.0,12.0,1.0,0.0,10.0,5.0
1524,http://home.comcast.net/~danball66/encrypconfirmt4566789ijhvbnliosdvvbnukolk.html,74.0,3.0,0.0,12.0,16.0,3.0,1.0,225.0,7.0,7.0,10.0,46.0,1.0,0.0,0.0,0.0
1527,http://amazon.co.uk/b/ref=amb_link_39721465_13/202-2513040-1206232?ie=UTF8&node=15891591&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=0TS6JF2QDHDKHAZB67FW&pf_rd_t=101&pf_rd_p=138032491&pf_rd_i=3147441,194.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,25.0,6.0,24.0,19.0,0.0,2.0,135.0,20.0
1531,http://ancestry.co.uk/search/db.aspx?dbid=26305,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1532,http://amazon.co.uk/gp/registry/wishlist/ref=amb_link_21122165_1/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-6&pf_rd_r=120N8M4RCJ6YRVRW78ZM&pf_rd_t=101&pf_rd_p=139155391&pf_rd_i=300703,189.0,2.0,0.0,46.0,12.0,3.0,1.0,225.0,24.0,6.0,23.0,19.0,0.0,2.0,112.0,20.0
1534,http://amazon.co.uk/gp/help/seller/privacy-policy.html/ref=ms_mhelp_prvst/202-2513040-1206232?ie=UTF8&seller=A3B43BHD3IU5HZ,116.0,3.0,0.0,55.0,12.0,3.0,1.0,225.0,18.0,6.0,19.0,19.0,0.0,2.0,30.0,14.0
1536,http://ancestry.co.uk/search/db.aspx?dbid=13560,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1538,http://realnoob.com/Pagos/Paypal/Acceptpayment/Id/23404sd/TTrT.htm,59.0,2.0,0.0,39.0,12.0,2.0,0.0,225.0,10.0,8.0,13.0,8.0,1.0,0.0,0.0,0.0
1539,http://amazon.co.uk/gp/product/B000FNA2D2/ref=br_nf_0_1/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=12Y1YX6TYX4RTXVEA13D&pf_rd_t=101&pf_rd_p=128560191&pf_rd_i=300729,182.0,2.0,0.0,37.0,12.0,3.0,1.0,225.0,24.0,6.0,13.0,19.0,0.0,2.0,114.0,20.0
1541,http://ancestry.co.uk/search/db.aspx?dbid=16446,40.0,3.0,0.0,8.0,14.0,3.0,1.0,225.0,9.0,8.0,6.0,7.0,1.0,0.0,11.0,5.0
1545,http://amazon.co.uk/s/ref=amb_link_22924865_13/202-2513040-1206232?ie=UTF8&search-alias=music&rh=n:11055011,100.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,16.0,6.0,24.0,19.0,0.0,2.0,41.0,10.0
1547,http://9779.info/%E5%85%B3%E4%BA%8E%E6%85%88%E7%88%B1%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1548,http://amazon.co.uk/b/ref=amb_link_19390565_44/202-2513040-1206232?ie=UTF8&node=16247841&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-10&pf_rd_r=0WHN242YBD159X856EWD&pf_rd_t=101&pf_rd_p=114915891&pf_rd_i=560884,196.0,2.0,0.0,28.0,12.0,3.0,1.0,225.0,26.0,6.0,24.0,19.0,0.0,2.0,137.0,20.0
1558,http://morganselec.com/old_aol.1.3country/?Login=3D&amp;Lis=10&amp;LigertID=1993745&amp;us=1,85.0,3.0,0.0,20.0,15.0,2.0,0.0,225.0,13.0,11.0,18.0,0.0,0.0,0.0,50.0,7.0
1564,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E5%8C%85%E5%8C%85/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1569,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81%E7%89%9B/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
1570,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%AE%A4%E5%86%85%E5%89%AA%E7%BA%B8%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
