,url,length_of_url,number_of_dots,suspicious_words,number_of_hyphens_in_domain,length_of_directory,number_subdirectories_in_url,length_of_domain,words_in_domain,path_tokens,url_contains_ip,has_alexa_rank,use_https,country_code,age,words,entropy,special_chars,length_of_largest_domain_token,average_length_of_domain_tokens,length_of_largest_path_token,average_length_of_path_tokens,suspicious_tld_name,file_name_present,len_of_filename,num_dot_in_filename,num_delims_in_filename,args_present,length_of_arguments,number_of_argument_variables,length_of_largest_variable,maximum_number_of_delims_in_arguments,class
25838,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0300108443/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.67106,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
25858,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0007MTMLE/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.90885,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
25898,http://astore.amazon.co.uk/ukvisit-21/detail/B000MTEZNM/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.91678,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
25922,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000NIONW0/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.85772,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
25933,http://ancestry.co.uk/search/db.aspx?dbid=24803,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
26044,http://ancestry.co.uk/search/db.aspx?dbid=3444,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.40877,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
26058,http://amazon.co.uk/s/ref=sr_pg_7/202-2513040-1206232?ie=UTF8&rh=n:725726&page=7,73,2,0,0,15,2,12,3,2,0,1,0,101,1,14,4.96406,1,6,3.33,11,6.0,0,1,19,0,2,1,27,3,8,0,malicious
26089,http://astore.amazon.co.uk/ukvisit-21/detail/B0000062VP/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.75676,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
26119,http://amazon.co.uk/b/ref=amb_link_21122165_7/202-2513040-1206232?ie=UTF8&node=236462011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-6&pf_rd_r=0PV1QHC61P48Q9XR4DMH&pf_rd_t=101&pf_rd_p=139155591&pf_rd_i=229816,193,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.2301,1,6,3.33,23,12.0,0,1,19,0,2,1,135,8,20,2,malicious
26148,http://amazon.co.uk/gp/product/B000GGFYEK/ref=amb_link_41200565_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=asin-coop-gp-1-A&pf_rd_r=0D383EJMTSW2SWZ8DBX0&pf_rd_t=101&pf_rd_p=138131891&pf_rd_i=318949011,202,2,1,0,46,4,12,3,4,0,1,0,225,1,25,5.30478,1,6,3.33,22,10.25,0,1,19,0,2,1,125,6,20,4,malicious
26156,http://astore.amazon.co.uk/allezvinsfrenchr/026-8324244-9330038?node=18&page=3,71,3,0,0,18,1,19,4,1,0,0,0,101,1,12,4.8993,1,6,4.0,16,16.0,0,1,19,0,2,1,15,2,2,0,malicious
26164,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0719563801/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82905,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26194,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1902683390/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.73151,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26202,http://amazon.co.uk/gp/product/B0009RW87M/ref=br_nf_4_2/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=1NT59S3AEP904QA1ZKR4&pf_rd_t=101&pf_rd_p=128515391&pf_rd_i=300703,182,2,1,0,37,4,12,3,4,0,1,0,101,1,24,5.18345,1,6,3.33,13,8.0,0,1,19,0,2,1,114,6,20,2,malicious
26227,http://astore.amazon.co.uk/ukvisit-21/detail/B000A31TUM/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.85205,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
26262,http://astore.amazon.co.uk/ukvisit-21/detail/B00004RGPH/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.86156,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
26311,http://amazon.co.uk/gp/offer-listing/B000025Y12/ref=buy_pb_a_4/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=1G9972DXYEVHJ456YYX1&pf_rd_t=1401&pf_rd_p=137867091&pf_rd_i=1000040403,194,2,1,0,44,4,12,3,4,0,1,0,225,1,25,5.22869,1,6,3.33,14,9.75,0,1,19,0,2,1,119,6,20,2,malicious
26326,http://amazon.co.uk/b/ref=amb_link_17587465_6/202-2513040-1206232?ie=UTF8&node=564512&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-1&pf_rd_r=0D95R8HAQGEB2FMYYZ7C&pf_rd_t=101&pf_rd_p=121367691&pf_rd_i=560798,192,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.33552,1,6,3.33,23,12.0,0,1,19,0,2,1,134,8,20,2,malicious
26334,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1405318961/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.79953,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26364,http://ancestry.co.uk/search/db.aspx?dbid=7137,39,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46866,1,8,4.0,6,6.0,0,1,7,1,0,1,10,1,4,0,malicious
26383,http://amazon.co.uk/s/ref=amb_link_38340765_69/202-2513040-1206232?ie=UTF8&search-alias=music&field-keywords=now%2066&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=0JT8FRAH5A5A5R5WRF6E&pf_rd_t=101&pf_rd_p=137660691&pf_rd_i=229816,224,2,0,0,28,2,12,3,2,0,1,0,225,1,30,5.34554,1,6,3.33,24,12.5,0,1,19,0,2,1,165,9,20,2,malicious
26392,http://amazon.co.uk/gp/product/B000FOK0VA/ref=amb_link_40986865_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=asin-coop-gp-1-F&pf_rd_r=0QHNVAGHMX2NX86D2142&pf_rd_t=101&pf_rd_p=137612991&pf_rd_i=13821451,201,2,1,0,46,4,12,3,4,0,1,0,225,1,25,5.30106,1,6,3.33,22,10.25,0,1,19,0,2,1,124,6,20,4,malicious
26393,http://amazon.co.uk/gp/product/rentals/B0006FGH6K/ref=rent_brws_list_7/202-2513040-1206232,83,2,1,0,52,5,12,3,5,0,1,0,101,1,13,4.9549,1,6,3.33,20,9.2,0,1,19,0,2,0,0,0,0,0,malicious
26432,http://ancestry.co.uk/search/locality/dbpage.aspx?tp=2&p=19&categoryFilterID=39&showPaging=true,88,3,0,0,17,2,14,3,2,0,1,0,225,1,14,4.75804,1,8,4.0,8,7.0,0,1,11,1,0,1,46,4,4,0,malicious
26495,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000068LC7/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82371,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26515,http://amazon.co.uk/b/ref=amb_link_34106465_1/202-2513040-1206232?ie=UTF8&node=1077432&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=0XA33TFBRWA2Q7QSNR93&pf_rd_t=101&pf_rd_p=130905791&pf_rd_i=1025616,194,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.24774,1,6,3.33,23,12.0,0,1,19,0,2,1,136,8,20,2,malicious
26556,http://ancestry.co.uk/search/db.aspx?dbid=10592,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
26568,http://ancestry.co.uk/search/locality/dbpage.aspx?tp=2&p=44&categoryFilterID=33&showPaging=true,88,3,0,0,17,2,14,3,2,0,1,0,225,1,14,4.73698,1,8,4.0,8,7.0,0,1,11,1,0,1,46,4,4,0,malicious
26584,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1853689858/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7809,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26698,http://astore.amazon.co.uk/ukvisit-21/listmania/R1VJUB9ROO6VVS/203-6933174-0803961,75,3,0,0,37,3,19,4,3,0,0,0,101,1,12,4.95791,1,6,4.0,14,11.0,0,1,19,0,2,0,0,0,0,0,malicious
26708,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000HVXITC/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.93354,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26751,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0000CC61W/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.83303,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26781,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0071387552/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.81367,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26864,http://amazon.co.uk/gp/product/B000IOM9VQ/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-5&pf_rd_r=07J7VCDXEY0BZGPRF04S&pf_rd_t=101&pf_rd_p=138772791&pf_rd_i=283926,167,2,1,0,23,3,12,3,3,0,1,0,225,1,22,5.33599,1,6,3.33,10,6.33,0,1,19,0,2,1,113,6,20,2,malicious
26907,http://amazon.co.uk/s/ref=sr_nr_p_3_6/202-2513040-1206232?ie=UTF8&keywords=call%20of%20duty&rh=n:1025616,97,2,0,0,19,2,12,3,2,0,1,0,225,1,17,5.06649,1,6,3.33,15,8.0,0,1,19,0,2,1,47,3,16,0,malicious
26944,http://astore.amazon.co.uk/allezvinsfrenchr/detail/038533981X/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.78364,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
26951,http://amazon.co.uk/s/ref=sr_nr_p_4_4/202-2513040-1206232?ie=UTF8&rh=n:560834,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.9032800000000005,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
27001,http://amazon.co.uk/gp/product/B000NG59NO/ref=br_nf_5_1/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=0SZGNNE2YTZ2HDSVNCPM&pf_rd_t=101&pf_rd_p=128515391&pf_rd_i=300703,182,2,1,0,37,4,12,3,4,0,1,0,225,1,24,5.24379,1,6,3.33,13,8.0,0,1,19,0,2,1,114,6,20,2,malicious
27017,http://amazon.co.uk/b/ref=amb_link_41274965_4/202-2513040-1206232?ie=UTF8&node=573412&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-9&pf_rd_r=0HKEDNWC3GPWHEF5FMXX&pf_rd_t=101&pf_rd_p=138720091&pf_rd_i=283926,192,2,0,0,27,2,12,3,2,0,1,0,101,1,25,5.3514300000000015,1,6,3.33,23,12.0,0,1,19,0,2,1,134,8,20,2,malicious
27051,http://amazon.co.uk/b/ref=amb_link_19402465_6/202-2513040-1206232?ie=UTF8&node=13837881&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=1AREZBAEZC0Y8712C2EA&pf_rd_t=101&pf_rd_p=136678391&pf_rd_i=3472451,193,2,0,0,27,2,12,3,2,0,1,0,225,1,25,5.2322,1,6,3.33,23,12.0,0,1,19,0,2,1,135,8,20,2,malicious
27126,http://astore.amazon.co.uk/ukvisit-21/detail/B00005N53P/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.81343,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
27278,http://amazon.co.uk/b/ref=amb_link_21370665_51/202-2513040-1206232?ie=UTF8&node=3030811&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=19R7AFZ4H3P4VMZK7852&pf_rd_t=101&pf_rd_p=139191791&pf_rd_i=560800,194,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.21992,1,6,3.33,24,12.5,0,1,19,0,2,1,135,8,20,2,malicious
27280,http://ancestry.co.uk/s0/search/rd.ashx?db=redbook&f3=gs594,52,3,1,0,11,2,14,3,2,0,1,0,225,1,12,4.60717,1,8,4.0,6,4.0,0,1,7,1,0,1,20,2,7,0,malicious
27311,http://amazon.co.uk/s/ref=amb_link_34197365_2/202-2513040-1206232?ie=UTF8&search-alias=dvd&field-keywords=bleak%20house%20-region%20-glass%20-stranger&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-4&pf_rd_r=1QSXG05X4QD683BKBARQ&pf_rd_t=101&pf_rd_p=114556391&pf_rd_i=16416421,257,2,0,0,27,2,12,3,2,0,1,0,101,1,34,5.39144,1,6,3.33,23,12.0,0,1,19,0,2,1,199,9,44,3,malicious
27329,http://ancestry.co.uk/search/db.aspx?dbid=11380,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
27419,http://astore.amazon.co.uk/ukvisit-21/detail/B0000UJLMS/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.88822,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
27477,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0500542015/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.74357,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
27491,http://amazon.co.uk/o/ASIN/B000M7XRYM/ref=s9_asin_title_3/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=1H6TGRXCN7EWNXJ6BH2F&pf_rd_t=101&pf_rd_p=137836391&pf_rd_i=468294,184,2,0,0,39,4,12,3,4,0,1,0,225,1,23,5.40506,1,6,3.33,19,8.5,0,1,19,0,2,1,114,6,20,2,malicious
27540,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0340742291/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7431800000000015,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
27562,http://amazon.co.uk/s/ref=sr_pg_2/202-2513040-1206232?ie=UTF8&rh=n:197524011,69,2,0,0,15,2,12,3,2,0,1,0,225,1,13,4.95395,1,6,3.33,11,6.0,0,1,19,0,2,1,23,2,11,0,malicious
27596,http://astore.amazon.co.uk/ukvisit-21/detail/B0002AFZVM/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.9067,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
27635,http://amazon.co.uk/s/ref=sr_nr_p_4_1/202-2513040-1206232?ie=UTF8&rh=n:560834,70,2,0,0,19,2,12,3,2,0,1,0,225,1,13,4.90965,1,6,3.33,15,8.0,0,1,19,0,2,1,20,2,8,0,malicious
27655,http://ancestry.co.uk/search/db.aspx?dbid=22952,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.46339,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
27731,http://astore.amazon.co.uk/allezvinsfrenchr/detail/1841393495/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.77158,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
27767,http://ancestry.co.uk/search/db.aspx?dbid=15220,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
27842,http://amazon.co.uk/b/ref=amb_link_141894_13/202-2513040-1206232?ie=UTF8&node=10922091&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-5&pf_rd_r=1R3HM5AP8DQHYNP2Y4NF&pf_rd_t=101&pf_rd_p=132547091&pf_rd_i=11052671,195,2,0,0,26,2,12,3,2,0,1,0,225,1,25,5.2461400000000005,1,6,3.33,22,11.5,0,1,19,0,2,1,138,8,20,2,malicious
27893,http://amazon.co.uk/b/ref=amb_link_19298065_17/202-2513040-1206232?ie=UTF8&node=595376&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0F5JZH3GS4JA7D7AVG18&pf_rd_t=101&pf_rd_p=130539891&pf_rd_i=468292,191,2,0,0,28,2,12,3,2,0,1,0,101,1,25,5.29244,1,6,3.33,24,12.5,0,1,19,0,2,1,132,8,20,2,malicious
27941,http://amazon.co.uk/gp/product/B000I563RQ/ref=amb_link_33106165_12/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-11&pf_rd_r=0DG8DJ450KXWNMRJRS66&pf_rd_t=101&pf_rd_p=134144591&pf_rd_i=300435,194,2,1,0,48,4,12,3,4,0,1,0,225,1,25,5.22532,1,6,3.33,24,10.75,0,1,19,0,2,1,115,6,20,2,malicious
27962,http://amazon.co.uk/b/ref=amb_link_36810965_18/202-2513040-1206232?ie=UTF8&node=316188011&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-2&pf_rd_r=0NM7WEYX5WR1TJC2H1MF&pf_rd_t=101&pf_rd_p=138663191&pf_rd_i=526776,194,2,0,0,28,2,12,3,2,0,1,0,225,1,25,5.27029,1,6,3.33,24,12.5,0,1,19,0,2,1,135,8,20,2,malicious
28021,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B0006FM37W/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.86429,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28028,http://amazon.co.uk/s/ref=amb_link_18302565_43/202-2513040-1206232?ie=UTF8&search-alias=kitchen&field-keywords=Dysons&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-10&pf_rd_r=112CHXEKTGGFQWMGVYM5&pf_rd_t=101&pf_rd_p=135512191&pf_rd_i=11052681,227,2,0,0,28,2,12,3,2,0,1,0,225,1,30,5.36272,1,6,3.33,24,12.5,0,1,19,0,2,1,168,9,20,2,malicious
28059,http://astore.amazon.co.uk/ukvisit-21/detail/B0007PL81I/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.84686,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
28079,http://amazon.co.uk/gp/feature.html/ref=amb_link_22503765_34/202-2513040-1206232?ie=UTF8&docId=1000030263&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=0DNHN46F04N9G2EX9CBG&pf_rd_t=101&pf_rd_p=138121391&pf_rd_i=11055011,212,3,1,0,42,3,12,3,3,0,1,0,101,1,28,5.25545,1,6,3.33,24,12.67,0,1,19,0,2,1,139,8,20,2,malicious
28105,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B00068V3AW/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.83028,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28130,http://ancestry.co.uk/search/db.aspx?dbid=20564,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
28218,http://amazon.co.uk/s/ref=sr_nr_n_0/202-2513040-1206232?ie=UTF8&rh=n:520920,68,2,0,0,17,2,12,3,2,0,1,0,101,1,13,4.831919999999998,1,6,3.33,13,7.0,0,1,19,0,2,1,20,2,8,0,malicious
28352,http://amazon.co.uk/Xbox-360-Console-Core-System/dp/B000AXFKGQ/ref=br_lf_m_580495_1_2_ttl/202-2513040-1206232?_encoding=UTF8&m=A3P5ROKL5A1OLE&s=videogames&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-2&pf_rd_r=04K53C6S2C57ZTVH3AEX&pf_rd_t=1401&pf_rd_p=133346691&pf_rd_i=580495,262,2,1,0,71,4,12,3,4,0,1,0,225,1,31,5.44227,1,6,3.33,28,16.5,0,1,19,0,2,1,160,9,20,2,malicious
28442,http://amazon.co.uk/Musical-Instruments-Sound-Vision/b/ref=amb_link_7/202-2513040-1206232?_encoding=UTF8&node=10305241&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=02XP6Q7J6KRDNTM3P4YK&pf_rd_t=101&pf_rd_p=114929691&pf_rd_i=560858,223,2,0,0,51,3,12,3,3,0,1,0,225,1,29,5.4302800000000016,1,6,3.33,32,15.67,0,1,19,0,2,1,141,8,20,2,malicious
28448,http://amazon.co.uk/gp/product/B0007SV72A/ref=amb_link_17363565_/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-8&pf_rd_r=05BVZFD342JBQ2389SCE&pf_rd_t=101&pf_rd_p=136776691&pf_rd_i=15826471,193,2,1,0,46,4,12,3,4,0,1,0,225,1,24,5.27912,1,6,3.33,22,10.25,0,1,19,0,2,1,116,6,20,2,malicious
28462,http://ancestry.co.uk/search/db.aspx?dbid=14765,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.56455,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
28494,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000001EG6/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.80403,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28538,http://astore.amazon.co.uk/allezvinsfrenchr/detail/B000BOK5HS/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.90885,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28567,http://amazon.co.uk/gp/product/B000ELIVGK/ref=amb_link_41317265_7/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-1&pf_rd_r=0NSKFPD4HC2R0YBGXFKG&pf_rd_t=1401&pf_rd_p=139202791&pf_rd_i=1000067223,197,2,1,0,47,4,12,3,4,0,1,0,225,1,24,5.29205,1,6,3.33,23,10.5,0,1,19,0,2,1,119,6,20,2,malicious
28598,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0571143725/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.82748,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28599,http://ancestry.co.uk/search/db.aspx?dbid=10197,40,3,0,0,8,1,14,3,1,0,1,0,225,1,9,4.522,1,8,4.0,6,6.0,0,1,7,1,0,1,11,1,5,0,malicious
28627,http://amazon.co.uk/s/ref=amb_link_41384765_2/202-2513040-1206232?ie=UTF8&search-alias=toys&field-keywords=sugababes&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-7&pf_rd_r=1XNB9ZJWQ9W8DHZZA4X5&pf_rd_t=101&pf_rd_p=139133191&pf_rd_i=468292,222,2,0,0,27,2,12,3,2,0,1,0,101,1,29,5.4442,1,6,3.33,23,12.0,0,1,19,0,2,1,164,9,20,2,malicious
28652,http://astore.amazon.co.uk/ukvisit-21/detail/0750936851/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.75059,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
28669,http://amazon.co.uk/gp/product/B000MVF322/ref=amb_link_40039765_4/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-6&pf_rd_r=1HKRRRT05KR4F6K7ZKEM&pf_rd_t=101&pf_rd_p=135028291&pf_rd_i=577868,192,2,1,0,47,4,12,3,4,0,1,0,225,1,24,5.259,1,6,3.33,23,10.5,0,1,19,0,2,1,114,6,20,2,malicious
28688,http://astore.amazon.co.uk/allezvinsfrenchr/detail/076031635X/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.83028,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28785,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0743214919/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7736,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28817,http://amazon.co.uk/gp/product/1844498689/ref=amb_link_39836365_26/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=center-3&pf_rd_r=1T7JB0AFWKXV9NDTPGWN&pf_rd_t=101&pf_rd_p=134806291&pf_rd_i=328225011,196,2,1,0,48,4,12,3,4,0,1,0,225,1,24,5.294,1,6,3.33,24,10.75,0,1,19,0,2,1,117,6,20,2,malicious
28863,http://amazon.co.uk/My-Xbox-360-Experience-far/lm/R8HBZNLCMX4LU/ref=cm_lmt_srch_f_2/202-2513040-1206232,96,2,1,0,65,4,12,3,4,0,1,0,225,1,16,5.18952,1,6,3.33,26,15.0,0,1,19,0,2,0,0,0,0,0,malicious
28869,http://astore.amazon.co.uk/ukvisit-21/detail/B0002U9GJO/203-6933174-0803961,68,3,0,0,30,3,19,4,3,0,0,0,101,1,12,4.86996,1,6,4.0,10,8.67,0,1,19,0,2,0,0,0,0,0,malicious
28905,http://amazon.co.uk/gp/product/B000O3HG0U/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=right-5&pf_rd_r=07J7VCDXEY0BZGPRF04S&pf_rd_t=101&pf_rd_p=138772791&pf_rd_i=283926,167,2,1,0,23,3,12,3,3,0,1,0,225,1,22,5.30087,1,6,3.33,10,6.33,0,1,19,0,2,1,113,6,20,2,malicious
28911,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0333455916/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7682699999999985,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28929,http://astore.amazon.co.uk/allezvinsfrenchr/detail/0141016973/026-8324244-9330038,74,3,0,0,36,3,19,4,3,0,0,0,101,1,11,4.7889800000000005,1,6,4.0,16,10.67,0,1,19,0,2,0,0,0,0,0,malicious
28942,http://amazon.co.uk/gp/new-releases/music/231239/ref=pd_nr_m_h__nav/202-2513040-1206232?pf_rd_m=A3P5ROKL5A1OLE&pf_rd_s=left-1&pf_rd_r=1YDHMTS3CNVWSAKJ7MBA&pf_rd_t=2201&pf_rd_p=108886291&pf_rd_i=235599011,196,2,1,0,49,5,12,3,5,0,1,0,101,1,26,5.31516,1,6,3.33,18,8.6,0,1,19,0,2,1,116,6,20,2,malicious
