,url,length_of_url,number_of_dots,number_of_hyphens_in_domain,length_of_directory,length_of_domain,words_in_domain,has_alexa_rank,country_code,words,length_of_largest_domain_token,length_of_largest_path_token,len_of_filename,num_dot_in_filename,num_delims_in_filename,length_of_arguments,length_of_largest_variable
344,http://9779.info/%E5%85%B3%E4%BA%8E%E8%88%9E%E8%B9%88%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
345,http://9779.info/%E5%85%AD%E4%B8%80%E5%84%BF%E7%AB%A5%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,21.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
347,http://9779.info/%E5%84%BF%E7%AB%A5%E7%B2%98%E5%9C%9F%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
351,https://maps.googleapis.com/maps/api/js?sensor=false&callback=initializeMap,67.0,2.0,0.0,10.0,19.0,3.0,1.0,225.0,10.0,10.0,4.0,2.0,0.0,0.0,36.0,13.0
354,http://9779.info/%E8%93%9D%E8%89%B2%E6%B5%B7%E6%B4%8B%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
357,http://9779.info/%E8%B1%86%E5%AD%90%E8%9D%B4%E8%9D%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
358,http://9779.info/%E5%B0%8F%E7%8F%AD%E7%AB%AF%E5%8D%88%E8%8A%82%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
359,http://9779.info/%E6%9B%BE%E6%B1%9F%20%E5%9B%BD%E7%94%BB%E4%BD%9C%E5%93%81/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,18.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
362,http://9779.info/%E8%8F%A0%E8%90%9D%E7%B2%98%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,14.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
364,http://wxztjz.com/e/public/onclick?enews=donews&classid=64&id=111,58.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,31.0,6.0
365,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E5%B0%8F%E7%8F%AD%E7%B2%98%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,19.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
366,http://wxztjz.com/e/public/onclick?enews=donews&classid=64&id=115,58.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,31.0,6.0
367,http://9779.info/%E5%8D%A1%E9%80%9A%E7%B1%B3%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
369,http://www.aolei520.com/img/aHR0cDovL2ZpbGUucWx0ZWFjaGVyLmNvbS91cGxvYWQvZ3oyMDEwL2ltYWdlcy8xMDA3LzI4LzEzNDgzMjY0MS5qcGc=.jpg,117.0,3.0,0.0,5.0,16.0,3.0,0.0,225.0,7.0,8.0,3.0,96.0,1.0,1.0,0.0,0.0
370,http://www.hfacn.com/tag/%E4%B8%87%E8%89%BE%E5%8F%AF%E5%A4%9A%E5%B0%91%E9%92%B1-cn,75.0,2.0,0.0,5.0,13.0,3.0,0.0,225.0,22.0,5.0,3.0,57.0,0.0,1.0,0.0,0.0
371,http://akfjsh.com/images/?app=com-d3&amp;ref=http://us.battle.net/d3/en/index,70.0,3.0,0.0,55.0,10.0,2.0,0.0,225.0,13.0,6.0,25.0,5.0,0.0,0.0,0.0,0.0
373,http://9779.info/%E5%8F%82%E8%A7%82%E6%B5%B7%E5%BA%95%E4%B8%96%E7%95%8C%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
380,http://9779.info/%E6%BC%82%E4%BA%AE%E7%9A%84%E6%92%95%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,18.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
381,http://9779.info/%E6%B0%B4%E6%9E%9C%E6%AF%9B%E7%BA%BF%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
383,http://adinamed.com/news/index.php?page=11&catid=0&myord=uptime&myshownums=&showtj=&showdate=&author=&key=,99.0,2.0,0.0,6.0,12.0,2.0,0.0,225.0,16.0,8.0,4.0,9.0,1.0,0.0,72.0,6.0
386,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%AE%B6%E4%B9%A1/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,16.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
389,http://jjelliot.com/verification/78e3f2e94ab136dad6e9878a1fe0b075/,59.0,1.0,0.0,47.0,12.0,2.0,0.0,225.0,5.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0
390,http://9779.info/%E5%B0%8F%E7%8F%AD%E5%B9%BC%E5%84%BF%E8%8A%B1%E7%93%B6%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
391,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,21.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
393,http://9779.info/%E6%89%8B%E5%B7%A5%E5%AD%97%E4%BD%93%E7%9A%B1%E7%BA%B9%E7%BA%B8%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
394,http://9779.info/%E5%9B%BD%E5%A4%96%E5%89%AA%E8%B4%B4%E7%94%BB%E5%88%9B%E6%84%8F/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
397,http://9779.info/%E6%88%91%E7%9A%84%E5%AE%B6%20%E7%B2%98%E8%B4%B4%E7%94%BB/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,19.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
398,https://www.google.com/calendar/embed?showTitle=0&height=600&wkst=1&bgcolor=%23FFFFFF&src=qtbqjvhotpcmi2gbkhp15bbh7s@group.calendar.google.com&color=%235C1158&ctz=America/New_York,171.0,5.0,0.0,149.0,14.0,3.0,0.0,225.0,20.0,6.0,138.0,8.0,0.0,1.0,0.0,0.0
399,http://9779.info/%E5%84%BF%E7%AB%A5%E6%89%8B%E5%B7%A5%E5%8D%A1%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
404,http://9779.info/%E7%8C%B4%E5%AD%90%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
405,http://wxztjz.com/e/public/onclick?enews=donews&classid=50&id=15,57.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,30.0,6.0
406,http://9779.info/%E6%B5%B7%E6%B4%8B%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
407,http://9779.info/%E5%88%A9%E7%94%A8%E5%AD%A6%E8%BF%87%E5%9B%BE%E5%BD%A2%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
408,http://9779.info/%E7%94%A8%E8%B1%86%E5%AD%90%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
409,http://9779.info/%E6%B2%B9%E7%94%BB%E5%B1%B1%E6%B0%B4%E7%94%BB%E4%BD%9C%E5%93%81/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
410,http://advancedphotoshop.co.uk/forum/viewforum.php?f=18&sid=2ae245e5c8120bb706e0e72a7ddcabb8,85.0,3.0,0.0,7.0,23.0,3.0,1.0,225.0,10.0,17.0,5.0,13.0,1.0,0.0,42.0,32.0
412,http://9779.info/%E7%B2%98%E5%9C%9F%E7%BA%B8%E7%9B%98%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,16.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
416,http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,17.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
418,http://9779.info/%E8%8B%B1%E8%AF%AD%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
419,http://9779.info/%E7%94%A8%E6%AF%9B%E7%BA%BF%20%E7%B2%98%E8%B4%B4%E7%94%BB/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,17.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
421,http://adinamed.com/news/index.php?page=9&catid=0&myord=uptime&myshownums=&showtj=&showdate=&author=&key=,98.0,2.0,0.0,6.0,12.0,2.0,0.0,225.0,15.0,8.0,4.0,9.0,1.0,0.0,71.0,6.0
422,http://9779.info/%E7%BE%8E%E7%94%B2%E8%B4%B4%E7%94%BB%E8%B4%B4%E9%92%BB%E5%9B%BE%E7%89%87/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,17.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
423,http://weimtv.com/wp-content/uploads/2012/11/www/paypal/,49.0,1.0,0.0,39.0,10.0,2.0,0.0,225.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0
424,http://9779.info/%E5%BA%9F%E6%97%A7%E6%8A%A5%E7%BA%B8%20%E6%8B%BC%E8%B4%B4%E7%94%BB/,77.0,1.0,0.0,68.0,9.0,2.0,1.0,225.0,20.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0
427,http://9779.info/%E6%88%91%E7%88%B1%E5%A4%8F%E5%A4%A9%E7%AB%8B%E4%BD%93%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
431,http://9779.info/%E5%84%BF%E7%AB%A5%E7%AE%80%E5%8D%95%E7%BA%B8%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
434,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%20%E6%B1%BD%E8%BD%A6/,77.0,1.0,0.0,68.0,9.0,2.0,1.0,225.0,19.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0
435,http://djdj4.com/Js/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,89.0,5.0,0.0,60.0,9.0,2.0,0.0,225.0,14.0,5.0,14.0,20.0,0.0,3.0,0.0,0.0
437,http://advancedphotoshop.co.uk/forum/privmsg.php?mode=post&u=1296&sid=2ae245e5c8120bb706e0e72a7ddcabb8,95.0,3.0,0.0,7.0,23.0,3.0,1.0,225.0,12.0,17.0,5.0,11.0,1.0,0.0,54.0,32.0
439,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
441,http://9779.info/%E5%BD%A9%E7%BA%B8%E7%AB%8B%E4%BD%93%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
442,http://9779.info/%E5%A4%9A%E5%BD%A9%E6%B0%91%E6%97%8F%E9%A3%8E%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,23.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
443,http://9779.info/%E7%AE%80%E5%8D%95%E7%9A%84%E7%A7%8D%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E6%B3%95/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
444,http://9779.info/%E7%93%9C%E5%AD%90%E5%81%9A%E7%9A%84%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
445,http://9779.info/%E4%BA%BA%E8%A1%8C%E9%81%93%E7%A0%96%E9%93%BA%E8%B4%B4%E5%9B%BE%E6%A1%88/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
448,http://9779.info/%E5%B0%8F%E5%AD%A6%E7%94%9F%E5%85%AD%E4%B8%80%E5%89%AA%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
449,http://9779.info/%E7%81%AB%E6%9F%B4%E8%B4%B4%E7%94%BB%E9%BB%91%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,19.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
451,http://rgnc.ru/wp-content/plugins/wp_comm/8557281529/login3848465/,59.0,1.0,0.0,52.0,7.0,2.0,0.0,225.0,9.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
453,http://9779.info/%E5%8D%A1%E9%80%9A%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
464,http://9779.info/%E8%8A%B1%E5%8D%89%E5%B8%83%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,15.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
465,http://advancedphotoshop.co.uk/forum/privmsg.php?mode=post&u=5&sid=2ae245e5c8120bb706e0e72a7ddcabb8,92.0,3.0,0.0,7.0,23.0,3.0,1.0,225.0,11.0,17.0,5.0,11.0,1.0,0.0,51.0,32.0
469,http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E9%9D%A2%E5%85%B7/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
470,http://9779.info/%E7%B2%AE%E9%A3%9F%20%E7%B2%98%E8%B4%B4%E7%94%BB/,59.0,1.0,0.0,50.0,9.0,2.0,1.0,225.0,15.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0
471,http://9779.info/%E7%81%AB%E6%9F%B4%20%E5%88%9B%E6%84%8F%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,86.0,1.0,0.0,77.0,9.0,2.0,1.0,225.0,21.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0
472,http://9779.info/%E5%A1%91%E6%96%99%E5%A2%99%E5%A3%81%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,17.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
473,http://9779.info/%E4%BA%8C%E5%B9%B4%E7%BA%A7%E7%9A%84%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
474,http://www.8680dg.com/img/aHR0cDovL3d3dy53amx4c3guY29tL2Jicy9VcGxvYWRGaWxlLzIwMDktMTEvMjAwOTExMzEzNDI0NTM1MjI3LmpwZw==.jpg,115.0,3.0,0.0,5.0,14.0,3.0,0.0,225.0,7.0,6.0,3.0,96.0,1.0,2.0,0.0,0.0
475,http://9779.info/%E5%B9%BC%E5%84%BF%E6%92%95%E7%BA%B8%E5%A4%AA%E9%98%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
476,http://9779.info/%E7%94%A8%E7%BA%BD%E6%89%A3%E5%81%9A%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
477,http://www.dreamstime.com/%e7%a9%ba%e7%99%bd%e8%ae%be%e8%ae%a1%e8%a6%81%e7%b4%a0%e8%8a%b1%e5%8d%89%e7%8e%b0%e4%bb%a3%e6%8b%9b%e8%b4%b4-thumb4383789.jpg,144.0,3.0,0.0,1.0,18.0,3.0,0.0,225.0,32.0,10.0,0.0,125.0,1.0,1.0,0.0,0.0
478,http://9779.info/%E5%B0%8F%E5%8A%A8%E7%89%A9%E6%B5%B7%E7%BB%B5%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,22.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
479,http://9779.info/%E5%84%BF%E7%AB%A5%E8%B1%86%E7%B1%BB%E7%B2%98%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
480,http://9779.info/%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81%E4%BA%BA%E7%89%A9/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,22.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
481,http://9779.info/%E5%B9%BC%E5%84%BF%E7%AE%80%E5%8D%95%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
482,http://wxztjz.com/e/public/onclick?enews=donews&classid=65&id=96,57.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,30.0,6.0
487,http://9779.info/%E5%8D%A1%E7%BA%B8%E7%AB%8B%E4%BD%93%E5%8A%A8%E7%89%A9%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
494,http://9779.info/%E5%95%86%E6%A0%87%E5%89%AA%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,16.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
495,http://9779.info/%E6%8A%98%E7%BA%B8%E8%8A%B1%E6%8B%BC%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,16.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
498,http://advancedphotoshop.co.uk/forum/viewtopic.php?p=2131&sid=ed31f9707333a48e2d2a0c6e87e7287a,87.0,3.0,0.0,7.0,23.0,3.0,1.0,225.0,10.0,17.0,5.0,13.0,1.0,0.0,44.0,32.0
499,http://tangye.co/wp-content/plugins/akismet/santander2.php/,52.0,2.0,0.0,43.0,9.0,2.0,0.0,225.0,9.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0
502,http://pinterest.com/pin/create/button/?url=http://www.greeteasy.com/i-am-lucky-to-have-a-teacher-like-you/&media=http://media.zumvu.com/2014/blog-photos/20140121-4-1390316369-161-1390316327.png,187.0,6.0,0.0,134.0,13.0,2.0,1.0,225.0,26.0,9.0,37.0,40.0,1.0,4.0,0.0,0.0
504,http://9779.info/%E5%B0%8F%E5%AD%A6%E7%94%9F%E8%BD%B4%E5%AF%B9%E7%A7%B0%E5%89%AA%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,20.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
505,http://9779.info/%E8%BD%BB%E7%B2%98%E5%9C%9F%E7%B2%98%E8%B4%B4%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,14.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
507,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%A3%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,21.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
508,http://home.comcast.net/~laceyspop/index.htm,37.0,3.0,0.0,12.0,16.0,3.0,1.0,225.0,7.0,7.0,10.0,9.0,1.0,0.0,0.0,0.0
509,http://9779.info/%E5%BA%9F%E7%89%A9%E5%88%A9%E7%94%A8%E5%89%AA%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,16.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
510,http://www.51ysxs.com/9482/TL.CA.B2.C3.B4.CA.C7.D0.D4.D6.CF.CF.A2.html,63.0,15.0,0.0,6.0,14.0,3.0,0.0,225.0,17.0,6.0,4.0,43.0,13.0,0.0,0.0,0.0
511,http://9779.info/%E5%89%91%E4%B8%89%E4%B8%90%E5%B8%AE%E5%8E%9F%E7%94%BB/,65.0,1.0,0.0,56.0,9.0,2.0,1.0,225.0,15.0,4.0,54.0,0.0,0.0,0.0,0.0,0.0
512,http://filmnj.com/wp-admin/user/admin_user/view_.html,46.0,2.0,0.0,26.0,10.0,2.0,0.0,225.0,9.0,6.0,10.0,10.0,1.0,1.0,0.0,0.0
513,http://9779.info/%E5%87%A0%E4%BD%95%E5%9B%BE%E5%BD%A2%E6%88%BF%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,24.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
514,http://9779.info/%E5%84%BF%E7%AB%A5%E7%B2%98%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,15.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
516,http://9779.info/%E4%BA%BA%E7%89%A9%E8%9B%8B%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,17.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
517,http://cltmusic.com/wp-content/themes/gigawatt/color-styles/dark/style.css,67.0,2.0,0.0,46.0,12.0,2.0,0.0,225.0,12.0,8.0,12.0,9.0,1.0,0.0,0.0,0.0
518,http://9779.info/%E5%84%BF%E7%AB%A5%E6%88%BF%E8%B4%B4%E7%94%BB%E6%95%88%E6%9E%9C%E5%9B%BE/,83.0,1.0,0.0,74.0,9.0,2.0,1.0,225.0,20.0,4.0,72.0,0.0,0.0,0.0,0.0,0.0
524,http://9779.info/%E5%B9%BF%E5%91%8A%E6%8B%9B%E8%B4%B4%E7%94%BB%E7%8E%AF%E4%BF%9D%E5%9B%BE%E7%89%87/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,23.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
525,http://9779.info/%E8%9D%B4%E8%9D%B6%20%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,68.0,1.0,0.0,59.0,9.0,2.0,1.0,225.0,16.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0
526,http://twitter.com/share?url=http://www.greeteasy.com/salute-the-tricolor/,67.0,3.0,0.0,56.0,11.0,2.0,1.0,225.0,10.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0
530,http://9779.info/%E6%98%86%E6%9B%B2%E5%89%AA%E8%B4%B4%E7%94%BB/,56.0,1.0,0.0,47.0,9.0,2.0,1.0,225.0,16.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0
531,http://wxztjz.com/e/public/onclick?enews=donews&classid=47&id=54,57.0,1.0,0.0,10.0,10.0,2.0,0.0,225.0,11.0,6.0,6.0,7.0,0.0,0.0,30.0,6.0
534,http://azhin.com/wp-content/languages/055/e78884b3bd8ee7bb4683b471f64f14d8/,68.0,1.0,0.0,59.0,9.0,2.0,0.0,225.0,8.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0
535,http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,20.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
536,http://9779.info/%E5%8D%A1%E7%BA%B8%E6%89%8B%E5%B7%A5%E5%88%B6%E4%BD%9C%E7%B2%98%E8%B4%B4%E7%94%BB/,92.0,1.0,0.0,83.0,9.0,2.0,1.0,225.0,25.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0
539,http://jmdongnan.com/daxibeimuban/template/jianfei/images/css.css,58.0,2.0,0.0,38.0,13.0,2.0,0.0,225.0,8.0,9.0,12.0,7.0,1.0,0.0,0.0,0.0
541,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131006/164.html,60.0,2.0,0.0,39.0,13.0,2.0,0.0,225.0,7.0,9.0,26.0,8.0,1.0,0.0,0.0,0.0
544,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7%E5%85%A8/,74.0,1.0,0.0,65.0,9.0,2.0,1.0,225.0,18.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0
